Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,AvgPricePerRoom,LotArea_Efficiency,HouseAge,YearsSinceRemod,AvgBldgTypePrice
388,80.0,RL,72.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6.0,1976,1976,Hip,CompShg,MetalSd,MetalSd,BrkFace,255.0,TA,TA,CBlock,TA,TA,Av,ALQ,631,Unf,0,410,1041,GasA,Ex,Y,SBrkr,1125,0,0,1125,1,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,1977.0,Unf,1,352,TA,TA,Y,296,0.0,0,0,0.0,0,None,GdWo,None,0,10,2009,WD,Abnorml,125000,20833.333333333332,0.0008333333333333334,48,33,195814.3010989011
389,20.0,RL,93.0,9382,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,GasA,Ex,Y,SBrkr,1479,0,0,1479,0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2,577,TA,TA,Y,120,25.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,191000,31833.333333333332,0.0006395224898742272,25,8,195814.3010989011
390,60.0,RL,96.0,12474,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,10,5.0,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,272.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1280,Unf,0,402,1682,GasA,Ex,Y,SBrkr,1742,590,0,2332,1,0.0,2,1,3,1,Ex,9,Typ,1,Ex,BuiltIn,2008.0,Fin,3,846,TA,TA,Y,196,134.0,0,0,0.0,0,None,None,None,0,8,2008,New,Partial,426000,47333.333333333336,0.0007215007215007215,17,0,195814.3010989011
392,60.0,RL,71.0,12209,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,2Story,6,5.0,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,No,ALQ,690,Unf,0,114,804,GasA,Ex,Y,SBrkr,804,1157,0,1961,1,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,2001.0,Fin,2,560,TA,TA,Y,125,175.04999999999995,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,215000,30714.285714285714,0.0005733475305102794,23,7,195814.3010989011
393,20.0,RL,69.0,8339,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7.0,1959,1959,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,0,None,0,0,0,GasA,TA,Y,SBrkr,882,0,0,882,0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1959.0,RFn,1,294,TA,TA,Y,0,0.0,0,0,0.0,0,None,MnPrv,Shed,1200,7,2007,WD,Normal,106500,21300.0,0.000599592277251469,65,48,195814.3010989011
394,30.0,RL,69.0,7446,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,5.0,1941,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,266,Unf,0,522,788,GasA,TA,Y,FuseA,788,0,0,788,0,0.0,1,0,2,1,TA,4,Typ,2,TA,None,1941.0,None,0,0,None,None,Y,0,0.0,0,0,0.0,0,None,GdWo,None,0,4,2006,WD,Abnorml,100000,25000.0,0.0005372011818426001,83,56,195814.3010989011
395,50.0,RL,60.0,10134,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,6.0,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,735,735,GasA,Gd,Y,FuseA,735,299,0,1034,0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,Y,0,39.0,0,0,0.0,0,None,None,None,0,7,2007,WD,Normal,109000,21800.0,0.0004933885928557331,84,57,195814.3010989011
396,20.0,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6.0,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,739,Unf,0,405,1144,GasA,TA,Y,SBrkr,1144,0,0,1144,1,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1956.0,Unf,1,596,TA,TA,Y,44,0.0,0,0,0.0,0,None,None,None,0,6,2010,WD,Normal,129000,21500.0,0.0006268937415108139,68,54,195814.3010989011
397,20.0,RL,60.0,7200,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5.0,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,777,Unf,0,117,894,GasA,TA,Y,SBrkr,894,0,0,894,0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1985.0,RFn,2,600,TA,TA,Y,215,0.0,0,0,0.0,0,None,None,None,0,9,2009,WD,Normal,123000,20500.0,0.0008333333333333334,52,37,195814.3010989011
398,60.0,RL,69.0,7590,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,5,5.0,1962,1962,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,TA,TA,CBlock,TA,TA,No,ALQ,540,Unf,0,324,864,GasA,TA,Y,SBrkr,876,936,0,1812,0,0.0,2,0,4,1,TA,8,Typ,1,TA,Attchd,1962.0,RFn,1,264,TA,TA,Y,0,168.0,0,0,0.0,0,None,None,None,0,7,2007,WD,Normal,169500,21187.5,0.001054018445322793,62,45,195814.3010989011
399,30.0,RM,60.0,8967,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,4.0,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,0,Unf,0,961,961,GasA,Gd,Y,Mix,1077,0,0,1077,0,0.0,1,0,2,1,TA,6,Maj2,0,None,Detchd,1920.0,Unf,1,338,Po,Po,N,0,0.0,0,0,0.0,0,None,None,None,0,11,2007,WD,Abnorml,67000,11166.666666666666,0.0006691201070592171,104,57,195814.3010989011
400,60.0,FV,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5.0,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,100.0,Gd,TA,PConc,Gd,TA,No,GLQ,812,Unf,0,280,1092,GasA,Ex,Y,SBrkr,1112,438,0,1550,1,0.0,2,0,2,1,Gd,7,Typ,0,None,Attchd,2007.0,Fin,2,438,TA,TA,Y,0,168.0,0,0,0.0,0,None,None,None,0,10,2009,WD,Normal,241000,34428.57142857143,0.0008615384615384615,18,2,195814.3010989011
401,120.0,RL,38.0,14963,Pave,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5.0,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,786,Unf,0,474,1260,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,0.0,1,1,1,1,Ex,4,Typ,2,Gd,Attchd,1996.0,Fin,2,500,TA,TA,Y,120,30.0,0,0,160.0,0,None,None,None,0,12,2008,WD,Normal,245500,61375.0,0.00026732607097507187,28,12,185109.94845360826
402,20.0,RL,65.0,8767,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1286,1310,GasA,Ex,Y,SBrkr,1310,0,0,1310,0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,2005.0,Fin,2,400,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2006,New,Partial,164990,27498.333333333332,0.0006843846241587772,19,1,195814.3010989011
403,30.0,RL,60.0,10200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8.0,1940,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,SBrkr,672,0,0,672,0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,N,168,0.0,0,0,0.0,0,None,GdPrv,None,0,8,2008,WD,Normal,108000,27000.0,0.000392156862745098,84,11,195814.3010989011
404,60.0,RL,93.0,12090,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,650.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1141,1141,GasA,Gd,Y,SBrkr,1165,1098,0,2263,0,0.0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1998.0,Fin,2,420,TA,TA,Y,144,123.0,0,0,0.0,0,None,None,None,0,7,2006,WD,Abnorml,258000,25800.0,0.0008271298593879239,26,8,195814.3010989011
405,60.0,RL,69.0,10364,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1995,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,806,806,GasA,Gd,Y,SBrkr,806,766,0,1572,0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995.0,Fin,2,373,TA,TA,Y,0,40.0,0,0,0.0,0,None,None,None,0,5,2007,WD,Normal,168000,24000.0,0.000675414897722887,29,11,195814.3010989011
406,20.0,RL,69.0,9991,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4.0,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1116,Unf,0,165,1281,GasA,Ex,Y,SBrkr,1620,0,0,1620,1,0.0,2,0,3,1,TA,8,Min1,1,TA,Attchd,1993.0,Unf,2,490,TA,TA,Y,120,78.0,0,0,0.0,0,None,GdWo,None,0,6,2009,WD,Normal,150000,18750.0,0.0008007206485837253,48,16,195814.3010989011
407,50.0,RL,51.0,10480,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5.0,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1064,1064,GasA,Ex,Y,FuseA,1166,0,473,1639,0,0.0,1,0,3,1,TA,6,Maj2,0,None,Detchd,1936.0,Unf,1,240,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,3,2008,WD,Normal,115000,19166.666666666668,0.0005725190839694657,88,58,195814.3010989011
409,60.0,RL,104.0,14154,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5.0,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,350.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1063,1063,GasA,Ex,Y,SBrkr,1071,1101,0,2172,0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,RFn,3,947,TA,TA,Y,192,62.0,0,0,0.0,0,None,None,None,0,8,2007,New,Partial,280000,31111.11111111111,0.000635862653666808,18,1,195814.3010989011
410,60.0,FV,85.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5.0,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,789,Unf,0,245,1034,GasA,Ex,Y,SBrkr,1050,1028,0,2078,1,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,Fin,3,836,TA,TA,Y,0,102.0,0,0,0.0,0,None,None,None,0,4,2008,New,Partial,339750,42468.75,0.0007407407407407407,17,0,195814.3010989011
411,20.0,RL,68.0,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4.0,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1276,1276,GasA,TA,Y,FuseA,1276,0,0,1276,0,0.0,1,0,3,1,TA,5,Mod,0,None,Attchd,1958.0,Unf,1,350,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,6,2009,COD,Abnorml,60000,12000.0,0.0005224114512590116,66,51,195814.3010989011
412,160.0,RL,100.0,34650,Pave,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5.0,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056,Unf,0,0,1056,GasA,TA,N,SBrkr,1056,0,0,1056,1,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1955.0,Fin,2,572,TA,TA,Y,264,0.0,0,0,0.0,0,None,None,None,0,1,2006,WD,Normal,145000,29000.0,0.0001443001443001443,69,51,124247.36842105263
413,20.0,FV,69.0,4403,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5.0,2009,2009,Gable,CompShg,MetalSd,MetalSd,Stone,432.0,Ex,TA,PConc,Ex,TA,Av,GLQ,578,Unf,0,892,1470,GasA,Ex,Y,SBrkr,1478,0,0,1478,1,0.0,2,1,2,1,Gd,7,Typ,1,Gd,Attchd,2009.0,Fin,2,484,TA,TA,Y,0,144.0,0,0,0.0,0,None,None,None,0,6,2010,New,Partial,222000,31714.285714285714,0.001589825119236884,15,1,195814.3010989011
416,20.0,RL,73.0,8899,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,0,1316,1340,GasA,Ex,Y,SBrkr,1340,0,0,1340,0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,2007.0,Fin,2,396,TA,TA,Y,100,30.0,0,0,0.0,0,None,None,None,0,8,2007,New,Partial,181134,30189.0,0.0006742330598943702,17,0,195814.3010989011
417,60.0,RL,74.0,7844,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7.0,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,TA,TA,CBlock,TA,TA,No,ALQ,209,Unf,0,463,672,GasA,TA,Y,SBrkr,672,728,0,1400,0,0.0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2,440,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,3,2006,WD,Normal,149500,24916.666666666668,0.0007649158592554819,46,28,195814.3010989011
418,70.0,RL,86.0,22420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6,6.0,1918,1950,Hip,CompShg,Wd Sdng,Stucco,None,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128,Unf,0,242,1370,GasW,TA,N,FuseA,1370,1254,0,2624,1,0.0,2,1,4,1,TA,10,Typ,1,Gd,Detchd,1918.0,Unf,3,864,TA,TA,N,0,0.0,0,0,0.0,0,None,None,None,0,11,2007,WD,Normal,239000,23900.0,0.00044603033006244426,106,57,195814.3010989011
419,50.0,RL,60.0,8160,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6.0,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,312,Unf,0,444,756,GasA,Fa,N,FuseF,756,378,0,1134,1,0.0,1,1,3,1,TA,7,Typ,0,None,Detchd,1940.0,Unf,1,240,TA,TA,P,0,0.0,0,0,0.0,0,None,None,None,0,4,2007,WD,AdjLand,126000,18000.0,0.000857843137254902,84,57,195814.3010989011
421,90.0,RM,78.0,7060,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,7,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,TA,Gd,PConc,Gd,Gd,Gd,GLQ,1309,Unf,0,35,1344,GasA,Ex,Y,SBrkr,1344,0,0,1344,2,0.0,2,0,2,2,TA,8,Typ,0,None,Attchd,1997.0,Fin,4,784,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,11,2008,WD,Alloca,206300,25787.5,0.0011331444759206798,27,10,132796.58333333334
422,20.0,RL,69.0,16635,Pave,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7.0,1977,2000,Gable,CompShg,CemntBd,CmentBd,Stone,126.0,Gd,TA,CBlock,Gd,TA,No,ALQ,1246,Unf,0,356,1602,GasA,Gd,Y,SBrkr,1602,0,0,1602,0,1.0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,1977.0,Fin,2,529,TA,TA,Y,240,0.0,0,0,0.0,0,None,None,None,0,6,2009,WD,Normal,215000,26875.0,0.0004809137360985873,47,9,195814.3010989011
423,20.0,RL,100.0,21750,Pave,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5,5.0,1954,1954,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,988,988,GasA,Ex,Y,FuseA,988,0,0,988,0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1954.0,RFn,2,520,TA,TA,N,0,0.0,0,0,0.0,0,None,None,None,0,2,2008,WD,Normal,113000,28250.0,0.0001839080459770115,70,54,195814.3010989011
424,60.0,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5.0,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,473.0,Gd,TA,PConc,Gd,TA,No,GLQ,986,Unf,0,484,1470,GasA,Gd,Y,SBrkr,1470,1160,0,2630,1,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1998.0,Fin,3,696,TA,TA,Y,0,66.0,0,0,0.0,0,None,None,None,0,6,2008,WD,Normal,315000,39375.0,0.0008695652173913044,26,10,195814.3010989011
425,20.0,RL,72.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5.0,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,TA,TA,CBlock,Gd,TA,No,LwQ,616,Unf,0,580,1196,GasA,Gd,Y,FuseA,1196,0,0,1196,1,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,1956.0,RFn,1,297,TA,TA,Y,0,44.0,0,0,0.0,0,None,None,None,0,5,2008,WD,Normal,139000,23166.666666666668,0.0006666666666666666,68,52,195814.3010989011
427,80.0,RL,69.0,12800,Pave,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,7,5.0,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1518,Unf,0,0,1518,GasA,Gd,Y,SBrkr,1644,0,0,1644,1,1.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1989.0,Fin,2,569,TA,TA,Y,80,0.0,0,0,160.0,0,None,None,None,0,8,2009,WD,Normal,275000,55000.0,0.000390625,35,20,195814.3010989011
428,20.0,RL,77.0,8593,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6.0,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,288,Unf,0,619,907,GasA,Ex,Y,SBrkr,907,0,0,907,0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1964.0,Unf,1,352,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,109008,21801.6,0.0005818689631095078,67,51,195814.3010989011
429,20.0,RL,64.0,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5.0,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,No,GLQ,664,Unf,0,544,1208,GasA,Ex,Y,SBrkr,1208,0,0,1208,1,0.0,2,0,2,1,Gd,6,Typ,0,None,Attchd,2007.0,RFn,2,628,TA,TA,Y,105,54.0,0,0,0.0,0,None,None,None,0,9,2007,New,Partial,195400,32566.666666666668,0.0008873114463176575,17,0,195814.3010989011
431,160.0,RM,35.95,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387,Unf,0,96,483,GasA,TA,Y,SBrkr,483,504,0,987,0,0.0,1,1,2,1,TA,4,Typ,0,None,Detchd,1971.0,Unf,1,264,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,7,2008,COD,Abnorml,85400,21350.0,0.002380952380952381,53,37,136797.56097560975
432,50.0,RM,60.0,5586,Pave,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7.0,1920,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Gd,Y,SBrkr,1088,110,0,1198,0,0.0,1,0,4,1,TA,7,Typ,0,None,None,1920.0,None,0,0,None,None,N,0,98.0,0,0,0.0,0,None,MnPrv,None,0,9,2008,ConLD,Abnorml,79900,11414.285714285714,0.0012531328320802004,104,10,195814.3010989011
433,160.0,RM,35.95,1920,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,5.0,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,376.0,TA,TA,CBlock,TA,TA,No,ALQ,471,Unf,0,294,765,GasA,Ex,Y,SBrkr,765,600,0,1365,1,0.0,1,1,2,1,TA,6,Min1,0,None,Detchd,1971.0,Unf,2,440,TA,TA,Y,240,36.0,0,0,0.0,0,None,None,None,0,8,2007,WD,Normal,122500,20416.666666666668,0.003125,53,36,185109.94845360826
434,60.0,RL,100.0,10839,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5.0,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,926,926,GasA,Ex,Y,SBrkr,926,678,0,1604,0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1997.0,Fin,2,470,TA,TA,Y,0,36.0,0,0,0.0,0,None,None,None,0,7,2008,WD,Normal,181000,25857.14285714286,0.000645816034689547,27,10,195814.3010989011
435,160.0,RM,35.95,1890,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7.0,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,495,Unf,0,135,630,GasA,Gd,Y,SBrkr,630,0,0,630,1,0.0,1,0,1,1,TA,3,Typ,0,None,None,1972.0,None,0,0,None,None,Y,88,0.0,0,0,0.0,0,None,None,None,0,6,2008,WD,Normal,81000,27000.0,0.0015873015873015873,52,36,136797.56097560975
437,50.0,RM,40.0,4400,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8.0,1920,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,648,648,GasA,TA,Y,FuseA,734,384,0,1118,0,0.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,2,440,TA,TA,Y,0,0.0,0,0,0.0,0,None,None,None,0,10,2006,WD,Normal,116000,19333.333333333332,0.0013636363636363637,104,56,195814.3010989011
440,50.0,RL,67.0,12354,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,8.0,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0,Unf,0,684,684,GasA,Gd,Y,SBrkr,684,512,0,1196,0,0.0,1,0,3,1,Gd,7,Typ,0,None,Detchd,2005.0,Unf,2,528,TA,TA,Y,0,46.0,0,0,0.0,0,None,GdPrv,Shed,800,8,2009,ConLI,Normal,110000,15714.285714285714,0.0005666180994010038,104,9,195814.3010989011
442,90.0,RL,92.0,12108,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,4.0,1955,1955,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133,Unf,0,1307,1440,GasA,TA,N,FuseF,1440,0,0,1440,0,0.0,2,0,4,2,Fa,8,Typ,0,None,None,1955.0,None,0,0,None,None,Y,0,0.0,0,0,0.0,0,None,None,None,0,9,2008,WD,Normal,118000,14750.0,0.0006607201850016518,69,53,132796.58333333334
443,50.0,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7.0,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1078,1078,GasA,TA,Y,SBrkr,1128,445,0,1573,0,0.0,2,0,3,1,TA,8,Typ,1,Gd,Detchd,1930.0,Unf,2,360,TA,TA,P,0,0.0,0,0,0.0,0,None,None,None,0,6,2008,WD,Normal,162900,20362.5,0.001282051282051282,94,16,195814.3010989011
